Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
Deschutes,Lower Crooked,17070305,307,Crooked River,1.21E+12,0 to 51,51,Flow Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning,"Cat 4C: Water quality limited, not a pollutant",2002,No action,"Summer Steelhead populations are depressed in part due to low summer flows due to diversion from Prineville to below Smith Rocks and low flows during non-irrigation season for reservoir refill (IWR-70354, USGS gage-14080500), (ODFW, 1993).",Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Deschutes,Lower Crooked,17070305,604,Crooked River,1.21E+12,0 to 51,51,pH,FallWinterSpring,pH 6.5 to 8.5,Salmonid fish rearing; Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ/ODA - Salem] LASAR 10517 River Mile 29.6: From 1/10/1994 to 11/17/2003, 12 out of 44 samples (27%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (2 Sites: 402187 and 404084; RM 29.9 and 47.9): 8% (2 of 24) and 42% (5 of 12) FWS values exceeded standard (6.5 - 8.5) with maximum values of 8.6 and 8.7 respectively between WY 86 - 95.
Previous Assessment Year: 1998","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,435,Crooked River,1.21E+12,0 to 51,51,pH,Summer,pH 6.5 to 8.5,Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing; Water contact recreation; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ] LASAR 16997 River Mile 47.3: From 7/29/1998 to 7/29/1998, 1 out of 1 samples (100%) outside pH criteria range 6.5 to 8.5.
[DEQ] LASAR 12893 River Mile 46: From 9/8/1997 to 9/22/1997, 2 out of 2 samples (100%) outside pH criteria range 6.5 to 8.5.
[DEQ/ODA - Salem] LASAR 10517 River Mile 29.6: From 7/18/1994 to 9/22/2003, 3 out of 20 samples (15%) outside pH criteria range 6.5 to 8.5.

Previous Data: 
DEQ Data (2 Sites: 402187 and 404084; RM 29.9 and 47.9): 4% (1 of 24) and 42% (5 of 12) Summer values exceeded pH standard (6.5 - 8.5) with maximum values of 8.6 and 9.2 respectively between WY 86 - 95.
Previous Assessment Year: 1998","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: No status change,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,24466,Crooked River,1.21E+12,51 to 70,19,pH,Summer,pH 6.5 to 8.5,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Six out of 10 samples (60%) collected at Lasar station 32476 from 7/13/05 to 8/23/05 were outside the applicable criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,200,Crooked River,1.21E+12,0 to 51,51,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,Previous Data:  BLM Data (Site at Smith Rocks): 7 day average of daily maximum of 71.1 with 86 days exceeding standard (64) in 1994; DEQ Data (Site 402187; RM 29.9): 63% (15 of 24) exceeded standard with a maximum value of 74.3 between WY 86-95.,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,,,,,
Deschutes,Lower Crooked,17070305,516,Crooked River,1.21E+12,51 to 70,19,Total Dissolved Gas,Undefined,Not exceed 110% of saturation,Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,"Previous Data:  ODFW Data: Rainbow Trout captured below Bowman Dam after high flows were discharged from the dam in 4/89 showed signs of gas bubble disease"" and elevated saturation levels (108 - 109%) were measured with a saturometer.""",Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,,,,,
Deschutes,Lower Crooked,17070305,24467,Crooked River/Lake Billy Chinook,1212676445778/1212653445438,0 to 5,5,Chlorophyll a,Summer,"Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedence of the 0.015 mg/l criteria (average value 0.016) at LASAR station 33212, Crooked River arm at bridge, between 7/12/06 and 9/19/06.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,24454,Dry River,1.21E+12,0 to 91.9,91.9,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 32471, Dry Canyon at mouth, between 7/13/05 and 6/22/10.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,12712,East Fork Mill Creek,1.21E+12,0 to 7.6,7.6,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31120 River Mile 3: From 7/7/2002 to 9/28/2002, 43 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,12705,Hamilton Creek,1.20E+12,0 to 1.7,1.7,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31111 River Mile 0.8: From 7/6/2002 to 9/28/2002, 2 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,205,Harvey Creek,1.21E+12,0 to 1.4,1.4,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,"Previous Data:  USFS Data (1 Site):  7 day average of daily maximum of 68.8 with 37 days (based on running average) exceeding standard (64) in 1995.  Data also available for 1991(USFS, 1991).",Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,,,,,
Deschutes,Lower Crooked,17070305,12707,Little Hay Creek,1.20E+12,0 to 3.6,3.6,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31122 River Mile 0: From 6/24/2002 to 9/30/2002, 2 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,12723,Little McKay Creek,1.21E+12,0 to 6.7,6.7,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31123 River Mile 0.1: From 5/28/2002 to 9/27/2002, 42 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,24268,Marks Creek,1.21E+12,7.5 to 17.1,9.6,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  LASAR 33780 River Mile 11.01 FROM 8/16/2006 To 8/16/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 33784 River Mile 15.57 FROM 8/17/2006 To 8/17/2006 1 out of 1 (100%) samples outside WCCP regional criteria.

Previous DEQ 2010 Data: 
LASAR 32601 River Mile 7.64 FROM 9/20/2005 To 9/20/2005 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 33779 River Mile 8.13 FROM 8/16/2006 To 8/16/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 32612 River Mile 8.83 FROM 9/20/2005 To 9/20/2005 0 out of 1 (0%) samples outside WCCP regional criteria.
LASAR 33780 River Mile 11.01 FROM 8/16/2006 To 8/16/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 32605 River Mile 11.4 FROM 9/20/2005 To 9/20/2005 0 out of 1 (0%) samples outside WCCP regional criteria.
LASAR 33781 River Mile 11.59 FROM 8/16/2006 To 8/16/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 33782 River Mile 13.15 FROM 8/17/2006 To 8/17/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 33783 River Mile 13.92 FROM 8/17/2006 To 8/17/2006 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 33784 River Mile 15.57 FROM 8/17/2006 To 8/17/2006 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,12710,Marks Creek,1.21E+12,0 to 17.1,17.1,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31128 River Mile 8.3: From 6/24/2002 to 9/28/2002, 56 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31129 River Mile 3.9: From 7/6/2002 to 9/28/2002, 36 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,24451,McKay Creek,1.21E+12,0 to 14.7,14.7,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedence of the geometric mean criteria between 8/1/05 and 8/31/05 and two exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 32473, McKay Creek at Hwy 26, between 7/13/05 and 8/31/05.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,14697,McKay Creek,1.21E+12,0 to 19.5,19.5,pH,Summer,pH 6.5 to 8.5,Water contact recreation; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two out of 8 samples (25%) collected at Lasar station 32473 from 7/13/05 to 8/23/05 were outside the applicable criteria.

Previous Data:
[DEQ] LASAR 17001 River Mile 17.1: From 9/14/1998 to 9/14/1998, 0 out of 1 samples (0%) outside pH criteria range 6.5 to 8.5.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,12725,McKay Creek,1.21E+12,0 to 19.5,19.5,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31125 River Mile 12.7: From 6/4/2002 to 10/7/2002, 50 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,12721,Mill Creek,1.21E+12,0 to 11.5,11.5,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31127 River Mile 9.6: From 7/6/2002 to 10/31/2002, 56 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Crooked,17070305,24270,Ochoco Creek,1.21E+12,25.3 to 30,4.7,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33785 River Mile 28.29 FROM 8/15/2006 To 8/15/2006 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Deschutes,Lower Crooked,17070305,24450,Ochoco Creek,1.21E+12,0 to 36.4,36.4,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedence of the geometric mean criteria between 7/25/05 and 8/23/05  at LASAR station 32473, McKay Creek at Hwy 26.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,"DEQ data:
LASAR 32474 Ochoco Creek at Hwy 26, RM 0.6: From 7/25/2005 to 8/23/2005, 0 of 8 samples (0%) > 406 organisms; maximum 30-day log mean of 129",,,,
Deschutes,Lower Crooked,17070305,214,Ochoco Creek,1.21E+12,0 to 22.4,22.4,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,Previous Data:  USFS Data (Site below McAllister Creek): 7 day average of daily maximums of 68.5/66.5 with 38/24 days (based on running average) exceeding standard (64) in 1994/1995 respectively.,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,,,,,
Deschutes,Lower Crooked,17070305,9043,Ochoco Creek,1.21E+12,22.4 to 36.4,14,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2002,No action,"Previous Data:  LASAR 17003 RM 28.0: In 1998, 65 days with 7 DMA > 17.8 C.",Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 2002,,,,,
Deschutes,Lower Crooked,17070305,12711,West Fork Mill Creek,1.21E+12,0 to 4.9,4.9,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [NF - Ochoco] LASAR 31176 River Mile 1.7: From 6/11/2002 to 9/28/2002, 34 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31177 River Mile 3.2: From 6/9/2002 to 9/28/2002, 39 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Deschutes,Lower Deschutes,17070306,12739,Bakeoven Creek,1.21E+12,0 to 20.5,20.5,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ] LASAR 24442 River Mile 7.6: From 7/10/2000 to 9/9/2000, 62 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
